i,j,SNR
1,52,16.115246185555872
1,53,17.295275184026107
1,54,22.6400281649481
1,55,15.26573553385468
1,56,15.020684384022957
1,57,17.2046424267237
1,58,15.509565140913677
1,59,20.87990776631952
1,60,14.26020547490973
1,61,14.057594042766693
1,62,16.186539865766697
1,63,16.005902647923087
1,64,23.288596161450958
1,65,20.34826242077728
1,66,17.762653724155573
1,67,13.823693443509496
1,68,20.03308892920464
1,69,14.499353957831307
1,70,12.865686709667166
1,71,21.064089377056906
1,72,18.45082783577455
1,73,20.262576471342456
1,74,18.456182958829064
1,75,20.070491835708072
1,76,15.54692322009956
1,77,14.397271474646606
1,78,19.54478355484488
1,79,15.089771007478477
1,80,15.431350666749399
1,81,16.13340248944797
1,82,17.55243747707517
1,83,16.43801826623955
1,84,13.375146119745944
1,85,15.569144791501328
1,86,10.82979054332672
1,87,19.375694353081563
1,88,12.693827033179758
1,89,14.186849981714648
1,90,17.656495237782924
1,91,15.28131101082606
1,92,22.12904378622021
1,93,13.621429270829655
1,94,18.30115260804755
1,95,17.382151545317512
1,96,13.995719506776407
1,97,19.069829981595262
1,98,16.985361006333257
1,99,19.815371653641
2,3,19.970512461891193
2,4,23.98970784784207
2,5,21.509583848309177
2,6,16.39245448617267
2,7,16.78186246727222
2,8,20.79897878766134
2,9,19.465791192167792
2,10,19.420394578292775
2,11,12.649131867067496
2,12,17.427021626803192
2,13,15.285907272382934
2,14,18.339773797129716
2,15,17.205548831071127
2,16,20.230536724277776
2,17,18.451654645573907
2,18,19.85898388632693
2,19,16.100742709792172
2,20,14.666661232245248
2,21,16.269850920392354
2,22,17.44893875841568
2,23,18.637455206665244
2,24,24.277926852072557
2,25,17.373228545018073
2,26,14.63216499852167
2,27,16.46205467290184
2,28,16.109212076061716
2,29,18.944444421320387
2,30,12.877608956666126
2,31,17.689785982600995
2,32,17.969519613896125
2,33,18.196543108600828
2,34,15.708051793103913
2,35,16.786234810791978
2,36,13.227817273052406
2,37,16.02004034991342
2,38,15.871415571949846
2,39,18.748150138784275
2,40,14.031452704534262
2,41,19.84359430512998
2,42,21.983453633474106
2,43,11.290044924959403
2,44,18.778776192334302
2,45,19.530724105090737
2,46,15.587688923343313
2,47,16.308184557013607
2,48,17.10135826723913
2,49,16.606627361794814
2,50,16.572961092858634
2,51,12.47198858101007
2,52,20.956994694349362
2,53,20.738855776110462
2,54,15.059907222387391
2,55,13.100727016592458
2,56,19.063194629358275
2,57,15.772636090560802
2,58,17.92585948996234
2,59,16.542014748564714
2,60,19.57461625321056
2,61,19.584247430968016
2,62,15.323207864609248
2,63,13.349908133814834
2,64,12.751184807994754
2,65,19.331138137321616
2,66,13.933422226647913
2,67,15.979550937103937
2,68,15.711057884648476
2,69,17.34229811119136
2,70,11.69116058246048
2,71,18.066335790381487
2,72,19.071673071502616
2,73,17.765266261133984
2,74,16.567341484904585
2,75,17.792200498806352
2,76,18.69713903692039
2,77,10.0
2,78,23.367736924752084
2,79,18.67027996806378
2,80,15.54277425283894
2,81,16.327139874437197
2,82,18.981225332047565
2,83,17.1516881828969
2,84,11.407946596655517
2,85,23.69347858407796
2,86,17.168378028302584
2,87,20.560518135147397
2,88,15.423850456646827
2,89,22.10913116273739
2,90,18.359031066676838
2,91,19.326531503426352
2,92,14.364239901559136
2,93,21.133435869048103
2,94,19.569454493604365
2,95,21.405538688694996
2,96,15.615737321075263
2,97,16.056918644617635
2,98,24.411750093051825
2,99,14.319952531835359
3,4,17.092150897965038
3,5,20.910674087808086
3,6,17.793174903144568
3,7,19.248861039259882
3,8,16.301652912211374
3,9,18.610167663542555
3,10,13.58041944479405
3,11,22.474392038854564
3,12,17.14550786461429
3,13,15.459465388009448
3,14,19.499149246095744
3,15,16.11784063783434
3,16,13.49722458579174
3,17,13.459847482607334
3,18,19.581319458070396
3,19,17.0212796855612
3,20,17.098895320994682
3,21,20.73323141792879
3,22,14.11952257372977
3,23,15.307966741405526
3,24,16.345360572456173
3,25,17.78305476795122
3,26,17.373485646128263
3,27,16.639338422830278
3,28,17.315120793713056
3,29,17.178084171126475
3,30,15.341186834344622
3,31,15.061021034337768
3,32,18.32354907317182
3,33,14.827254751013417
3,34,14.02793422242744
3,35,16.56312324662292
3,36,17.026998951508553
3,37,24.27017049189463
3,38,15.385899172431298
3,39,20.329782174908484
3,40,19.741565002613896
3,41,13.93316513438879
3,42,19.819758932207797
3,43,13.948358079420046
3,44,10.0
3,45,19.31895857307814
3,46,12.23232824968684
3,47,18.852803385417744
3,48,15.44796730678835
3,49,22.478652388569614
3,50,20.705528197948027
3,51,16.139842588445838
3,52,15.436487166913953
3,53,13.857767790717638
3,54,16.177232103122225
3,55,16.658933514446474
3,56,16.405919366824943
3,57,17.970111565817092
3,58,19.235564493186637
3,59,18.54896337097952
3,60,15.207568228280671
3,61,13.186625578595265
3,62,21.593595544307412
3,63,15.431652446350187
3,64,15.543119200194942
3,65,15.936432063096667
3,66,11.970791349530055
3,67,16.06607798787854
3,68,16.06103255797616
3,69,19.361074895030537
3,70,19.59537144732201
3,71,17.511312667258807
3,72,20.29554512234291
3,73,18.519894951403785
3,74,17.452953665192336
3,75,17.98278450489467
3,76,16.9280395192558
3,77,16.31545145789965
3,78,16.6967993893181
3,79,14.115966005589978
3,80,18.341325115948887
3,81,14.520629167211258
3,82,20.024893792220908
3,83,16.751624259517154
3,84,17.648484944950273
3,85,18.98151032884287
3,86,19.429943395188783
3,87,12.788129774099641
3,88,16.879288971508085
3,89,20.140536736242346
3,90,12.405682541703236
3,91,18.66184142618519
3,92,10.733307311793432
3,93,14.43247946909319
3,94,17.615891655520564
3,95,12.529854693034139
3,96,14.543467786947549
3,97,13.08449497760924
3,98,22.444404796622678
3,99,17.992683266462002
4,5,19.201870833558008
4,6,16.831974698454538
4,7,16.439704753728403
4,8,12.650577434046902
4,9,16.62448791175641
4,10,15.21552336456513
4,11,20.07377177287701
4,12,20.92330559997272
4,13,21.89973614672253
4,14,20.057655818383697
4,15,15.704038189231042
4,16,14.152309042118816
4,17,19.799989544935258
4,18,18.568878452416868
4,19,12.194384647968908
4,20,18.566445378231307
4,21,19.9435594674636
4,22,17.67677676754489
4,23,16.944838986971977
4,24,15.077054537150932
4,25,13.160395901309837
4,26,19.900893848020083
4,27,16.572656665684875
4,28,16.79960001536892
4,29,22.6981635607574
4,30,19.553503320577573
4,31,18.612475003843308
4,32,17.926185415561708
4,33,22.059984582297318
4,34,22.658767922248582
4,35,20.288515334438586
4,36,19.246673774193773
4,37,11.216190786381565
4,38,17.87116574270052
4,39,17.109679137418887
4,40,17.781859688156707
4,41,20.329138261967554
4,42,10.0
4,43,15.792063839589446
4,44,18.309713064822283
4,45,16.099463361841714
4,46,13.249281660621222
4,47,20.106890460690387
4,48,18.330615717538386
4,49,14.586686288666545
4,50,18.44445161354747
4,51,19.964757136149387
4,52,17.515877938898083
4,53,19.90169441029299
4,54,17.734780525484982
4,55,16.314313052036937
4,56,14.02173845080026
4,57,17.242207699085164
4,58,18.082878814137317
4,59,20.12749828476199
4,60,17.15467759453832
4,61,18.872246818662973
4,62,14.606163958798815
4,63,15.152112532517425
4,64,17.168832102919335
4,65,14.336114608044959
4,66,19.960743511974044
4,67,18.88939098795582
4,68,18.33728729317736
4,69,18.516712375647835
4,70,23.563130684454393
4,71,16.093407436099614
4,72,10.895676143498326
4,73,18.097900590689395
4,74,17.348189377115002
4,75,15.947442872468791
4,76,14.563510421923691
4,77,16.182431434593557
4,78,18.044015287653465
4,79,15.991549898072385
4,80,24.737361038631246
4,81,14.618486855100556
4,82,15.120647911876985
4,83,10.634139879956415
4,84,18.25445324506461
4,85,11.45078011660072
4,86,15.881636099876495
4,87,16.672988396318328
4,88,15.370816102459335
4,89,22.716618032363534
4,90,20.483183173946497
4,91,21.457410628904725
4,92,14.852743544350243
4,93,20.885782193543704
4,94,18.988002839031886
4,95,19.814217846030537
4,96,20.5883164863483
4,97,14.77371026212284
4,98,16.227047137066297
4,99,20.087788033985355
5,6,10.0
5,7,22.039984247719616
5,8,19.15939619262275
5,9,17.362888118019296
5,10,18.16152296727152
5,11,14.410194150073071
5,12,16.450169906232684
5,13,20.800853014661122
5,14,21.394065916978665
5,15,25.0
5,16,17.278226001158753
5,17,15.524341099584989
5,18,15.957298102180033
5,19,14.445874374137905
5,20,17.26643573217745
5,21,18.648197290036805
5,22,17.39727315840414
5,23,20.789040536997398
5,24,16.79735259596639
5,25,16.45764804250431
5,26,15.756194569419025
5,27,12.602096421296515
5,28,12.796696827074637
5,29,13.962526208086937
5,30,21.404284214994284
5,31,20.18578081866979
5,32,21.62489219917897
5,33,13.503365036216495
5,34,11.59412593064194
5,35,15.51983103959775
5,36,18.027456859888083
5,37,18.996070824729482
5,38,20.64391646790416
5,39,18.352839012421644
5,40,22.728006341966893
5,41,16.832182957155037
5,42,14.76076234587461
5,43,12.4563453535167
5,44,14.83308592571365
5,45,18.22635388295537
5,46,14.833839227939109
5,47,20.31022739060577
5,48,21.736983118112327
5,49,10.391239284320191
5,50,20.09215690149294
5,51,10.78118782401479
5,52,18.704497165270862
5,53,21.174611692580978
5,54,17.69456831903073
5,55,13.660932480387281
5,56,15.743706387166682
5,57,16.715063662867298
5,58,16.953265648630172
5,59,16.8913094777
5,60,17.170351662072058
5,61,18.140440146730505
5,62,13.874279038800337
5,63,16.77394051038934
5,64,22.054783511067114
5,65,16.346063730572446
5,66,16.168491720534405
5,67,20.734591911142715
5,68,10.0
5,69,21.044135803864858
5,70,15.604288725984498
5,71,17.99178571735776
5,72,17.78896406776359
5,73,20.32740435766118
5,74,16.697215761293958
5,75,15.465922655306649
5,76,21.393537371953297
5,77,10.40747854857646
5,78,17.56100254511573
5,79,13.456223732112639
5,80,15.215279835230323
5,81,23.53377004438941
5,82,17.36621372063243
5,83,18.085209091454143
5,84,12.155311432883225
5,85,15.312866023615912
5,86,18.089672202186353
5,87,18.564273079339653
5,88,19.350659663179837
5,89,17.52588369675273
5,90,19.08101262536398
5,91,18.86134573790705
5,92,12.010778766986405
5,93,17.61101716573045
5,94,19.80370722319811
5,95,19.269639462203557
5,96,16.40842357008763
5,97,15.083120477381897
5,98,14.145064227035103
5,99,17.106837965375764
6,7,20.899239638679166
6,8,11.644587695555193
6,9,15.520324810811506
6,10,14.080592633719679
6,11,19.8548725637215
6,12,15.837071120286097
6,13,16.088087025535625
6,14,16.849151290190054
6,15,18.83617975268439
6,16,16.32283300555109
6,17,10.0
6,18,19.12993567416256
6,19,18.817128873016127
6,20,16.84137691500636
6,21,14.247890137984196
6,22,18.555340332044075
6,23,18.63770660060676
6,24,16.089901351897375
6,25,16.849805588273384
6,26,14.709530492427035
6,27,16.964232723738014
6,28,12.848711964749558
6,29,18.751956463095507
6,30,14.666894527527118
6,31,18.214309443496937
6,32,13.282111251196302
6,33,15.729827062391381
6,34,17.168531784802216
6,35,12.51790056439221
6,36,17.845443619420276
6,37,16.36255731136023
6,38,12.272931406572308
6,39,13.590271737663052
6,40,19.3153602522465
6,41,20.18666795665397
6,42,17.104274080660097
6,43,18.714285436121493
6,44,18.17153068993873
6,45,18.488868946383214
6,46,21.35795202124088
6,47,12.979004805357183
6,48,19.52938219708487
6,49,16.35397313326654
6,50,16.82722319724508
6,51,16.59325080863479
6,52,16.374558650016148
6,53,13.821411424650943
6,54,18.050017597772804
6,55,22.512829098366574
6,56,17.33160093865373
6,57,17.495844871794713
6,58,15.43810288853001
6,59,17.147576360745667
6,60,18.898499278102094
6,61,16.38927267788697
6,62,16.138587876843996
6,63,18.70979362048974
6,64,14.745985690542863
6,65,18.25748988123062
6,66,19.960965391784264
6,67,21.579845625038452
6,68,17.22885397816916
6,69,21.60279171942014
6,70,20.603229659444555
6,71,14.511362078886801
6,72,13.846184465220547
6,73,16.585109086436738
6,74,20.586806477784563
6,75,17.283138977319986
6,76,15.698027327026635
6,77,22.156729540145683
6,78,18.36071346401004
6,79,10.538217172627775
6,80,18.451481878878067
6,81,19.060121843712604
6,82,18.17682596341331
6,83,18.849136300695978
6,84,17.298173173231056
6,85,13.544812391065797
6,86,16.38788799033864
6,87,14.663152613331125
6,88,14.701777267616865
6,89,13.710794952693174
6,90,18.85746727791894
6,91,17.793688436237883
6,92,16.155503911957876
6,93,15.551986216808835
6,94,17.429730684935645
6,95,20.737584184337468
6,96,11.487352853503255
6,97,18.630629562552677
6,98,15.862864077946654
6,99,11.846242465061657
7,8,11.662890750508124
7,9,14.761649517594124
7,10,18.158528667379137
7,11,18.679188801940274
7,12,14.683055281966645
7,13,20.551062974239734
7,14,21.768950489548317
7,15,18.68825975486968
7,16,15.725791996575667
7,17,20.873257553531104
7,18,19.766187086990016
7,19,20.102222234064755
7,20,15.530608975085405
7,21,10.0
7,22,23.850373064451027
7,23,12.667364789650199
7,24,17.392695784419338
7,25,24.64223605365925
7,26,18.491730268823122
7,27,20.347739420674706
7,28,12.992810291854862
7,29,12.166999135798882
7,30,15.901891624061337
7,31,20.7722492033035
7,32,16.46125165705807
7,33,15.116091036785503
7,34,18.0939018698349
7,35,20.745805655431795
7,36,13.165179402779884
7,37,13.868371017629945
7,38,15.1339922364719
7,39,20.783915124136275
7,40,18.204464577846196
7,41,23.89646023171133
7,42,20.309337177493347
7,43,17.39471446939099
7,44,21.295233514266297
7,45,18.134491038195634
7,46,15.385235942477665
7,47,19.539924532735306
7,48,15.411020038416751
7,49,16.6288086975884
7,50,21.48334808787395
7,51,17.196155541347803
7,52,15.090575837975114
7,53,16.106986925693526
7,54,20.56537175676602
7,55,15.842377979749813
7,56,16.339387459448062
7,57,15.969121781099114
7,58,18.05177648302093
7,59,16.343530718873176
7,60,12.69449185308239
7,61,14.838457174464878
7,62,14.701632875480685
7,63,21.229958153365466
7,64,19.938022126327127
7,65,19.261778138199478
7,66,15.983925048206771
7,67,15.052625374018087
7,68,15.97744719502793
7,69,14.344359692344979
7,70,24.991601174761023
7,71,10.764035054885793
7,72,19.192025605221428
7,73,13.646343106022417
7,74,17.186969525515924
7,75,14.535994172518796
7,76,13.967113112552108
7,77,14.079411097195116
7,78,22.764958461226176
7,79,17.101034733071224
7,80,15.202893416565741
7,81,19.16736089224862
7,82,17.531047943698898
7,83,19.66010127802496
7,84,12.02723003218651
7,85,18.410811713386003
7,86,19.818084511307145
7,87,12.515205126656308
7,88,18.844585853269937
7,89,22.58854471848448
7,90,17.455426889935893
7,91,19.964217811074434
7,92,19.51171135093273
7,93,15.37748290746827
7,94,17.619300203759487
7,95,12.799015867415193
7,96,16.14609088869242
7,97,18.29706392489871
7,98,19.669301481213395
7,99,17.573836375743735
8,9,19.659951190429496
8,10,14.19128136113389
8,11,17.194908176335385
8,12,17.557838153539233
8,13,23.04877374003891
8,14,16.85750003139975
8,15,16.002950086017453
8,16,17.564053671530647
8,17,14.74265966539017
8,18,18.07826154719565
8,19,16.404834350361227
8,20,12.12601735587645
8,21,17.32424034659842
8,22,16.547370718209404
8,23,12.602730093796051
8,24,17.298597536156436
8,25,21.96806788622344
8,26,19.063911244827143
8,27,19.335781578193473
8,28,13.475509823250873
8,29,18.930695106766667
8,30,17.945348744140233
8,31,19.087135715003296
8,32,18.767885865126477
8,33,13.42065782348856
8,34,17.3757975653261
8,35,15.226387418724503
8,36,17.349747717145533
8,37,14.807797219294509
8,38,21.43741110142299
8,39,14.923082834666973
8,40,14.803173530603392
8,41,17.72375921963066
8,42,14.268702791788016
8,43,16.226010092701404
8,44,15.010106207386114
8,45,21.733516191668834
8,46,19.857411480493518
8,47,17.327591444603815
8,48,16.326348843477952
8,49,20.32275284372534
8,50,18.715612240968664
8,51,18.99415721404857
8,52,17.421423287967247
8,53,12.435309916685704
8,54,17.162602052321343
8,55,15.902530242372796
8,56,19.43516582037963
8,57,20.53552729898257
8,58,15.526146865716495
8,59,18.905155702831156
8,60,22.70763699305714
8,61,15.496861838288323
8,62,22.545765220219412
8,63,14.942242458488058
8,64,17.568879266823853
8,65,17.466563164474476
8,66,17.534496699610187
8,67,14.986965874276164
8,68,15.726450688706711
8,69,15.496839140921802
8,70,18.480887786213373
8,71,18.490105343530935
8,72,24.17783299521478
8,73,21.612967018873363
8,74,15.970470273584564
8,75,18.47460884738856
8,76,20.491353942375277
8,77,17.591805473015555
8,78,17.29107526465919
8,79,17.654724828309668
8,80,20.101829886425282
8,81,14.955038431584303
8,82,16.522991593539476
8,83,18.911299434539444
8,84,18.434341214662467
8,85,18.218748279569173
8,86,16.39059650108859
8,87,20.41760736742761
8,88,23.90160474161361
8,89,18.71924648102862
8,90,16.92046989535048
8,91,19.76722086668363
8,92,15.882602089741031
8,93,15.25092896589131
8,94,17.598426242841136
8,95,10.0
8,96,14.038148909043972
8,97,16.456114432237463
8,98,13.43983342555686
8,99,14.402070694323612
9,10,16.189754987625978
9,11,12.571104119408172
9,12,16.281784611220505
9,13,15.894189506401467
9,14,17.576215625155047
9,15,20.962552091482056
9,16,18.017513249478597
9,17,17.56318606402619
9,18,17.798363371092137
9,19,18.182178325363385
9,20,14.449784054170692
9,21,17.155674025687606
9,22,18.426253725509838
9,23,13.387720052370819
9,24,20.09695876844756
9,25,20.74412810337457
9,26,15.605872034651833
9,27,16.775986625640687
9,28,14.86542897156978
9,29,19.59814145076345
9,30,14.316333137662273
9,31,16.83256896927124
9,32,14.923240276576985
9,33,17.652862831033868
9,34,12.117312185530837
9,35,21.47938492709708
9,36,14.606180727381208
9,37,17.67968404934883
9,38,16.862430865689074
9,39,15.213656464232505
9,40,14.836659590092193
9,41,20.309195630657378
9,42,15.923078220694181
9,43,18.313510553911932
9,44,15.095509343816875
9,45,15.558455704456717
9,46,18.916741450263547
9,47,20.29122548833335
9,48,16.97405079301894
9,49,13.234240385078689
9,50,23.493868239250013
9,51,14.930352075297371
9,52,12.875237800984637
9,53,25.0
9,54,16.28790311844719
9,55,13.114801935215777
9,56,15.449680699633955
9,57,18.602634688066807
9,58,18.07093467278182
9,59,14.94481240823923
9,60,22.968170800383877
9,61,15.93526096601988
9,62,13.945940228765345
9,63,20.38208019538198
9,64,21.487188539619048
9,65,15.047520707151321
9,66,13.29595812088207
9,67,20.591314802246814
9,68,11.358029160826115
9,69,13.820135021810152
9,70,20.402338450150705
9,71,17.33394235593283
9,72,16.708187954221938
9,73,18.558449819483137
9,74,17.041676729363775
9,75,13.60393983351073
9,76,21.328226038018563
9,77,21.475042158660447
9,78,18.115997691333877
9,79,17.63540204629603
9,80,24.51887441806017
9,81,16.67070146495249
9,82,16.72126905449788
9,83,18.593443747721516
9,84,21.913965868427013
9,85,22.278312263252452
9,86,16.724282104969685
9,87,18.424993737878037
9,88,13.365749598807769
9,89,16.564071676251363
9,90,14.979128813562081
9,91,14.47950474310305
9,92,22.544730148801982
9,93,15.123140014581566
9,94,15.905182275965636
9,95,18.597546363750574
9,96,21.393475800920758
9,97,18.943345379166505
9,98,25.0
9,99,17.275996065246552
10,11,18.27614932068924
10,12,18.32680202195217
10,13,21.805148160367462
10,14,19.021716853328847
10,15,17.151310898838553
10,16,14.657534215279362
10,17,18.233330367884896
10,18,21.70403449387588
10,19,16.26885461902639
10,20,19.086830855249747
10,21,18.238443366054533
10,22,20.090558975143942
10,23,15.085738778086391
10,24,24.539941091579685
10,25,13.662516678915225
10,26,16.40334673004189
10,27,20.314277622716936
10,28,18.39019951748234
10,29,19.98995847724331
10,30,16.01169299805231
10,31,17.275585051958977
10,32,17.536695950916453
10,33,22.207778843607713
10,34,19.571287073149147
10,35,19.890016325094013
10,36,15.526221722389614
10,37,20.406647915689152
10,38,18.17674499070641
10,39,21.66743594703378
10,40,23.542180464755404
10,41,16.579702671918987
10,42,16.28109060866481
10,43,14.907865026692892
10,44,17.06926146485104
10,45,16.35392365314885
10,46,18.57851319871303
10,47,17.066299549198792
10,48,16.41520215765514
10,49,20.693755408383556
10,50,14.686359306545645
10,51,18.79932385945403
10,52,16.282174818434548
10,53,19.673105514609894
10,54,21.655784640166694
10,55,16.590705239727782
10,56,18.823098721819456
10,57,18.03637859719954
10,58,15.10173280137071
10,59,18.222362529225816
10,60,18.367361515836436
10,61,18.738612461338523
10,62,16.90480330953986
10,63,17.78257690093044
10,64,14.057167165470595
10,65,16.42565777356043
10,66,19.167888039129394
10,67,20.17742166199459
10,68,16.233055527624188
10,69,17.814142088299853
10,70,18.1841599753722
10,71,18.104439840113297
10,72,19.12232075590117
10,73,12.045767108849292
10,74,17.352027789557283
10,75,18.217100803740294
10,76,14.499008953138883
10,77,22.52195712103213
10,78,17.984677801714504
10,79,22.19021423508679
10,80,15.128430934500768
10,81,14.778099635424018
10,82,18.172756662897047
10,83,12.46393491151403
10,84,18.14489677187828
10,85,17.791657696008755
10,86,20.546995844626302
10,87,19.60312402349529
10,88,16.247567950344898
10,89,14.207510035689266
10,90,22.63691566402989
10,91,15.12365493830455
10,92,14.363426328791602
10,93,14.245431821615664
10,94,20.851915946609992
10,95,15.943299386725444
10,96,15.238886601458198
10,97,17.913069477710042
10,98,16.879165868328126
10,99,15.46571361764126
11,12,19.76197440093544
11,13,20.695946476293983
11,14,20.4559525268196
11,15,19.800759008983597
11,16,18.707876593390104
11,17,12.172336000114512
11,18,22.507752419130906
11,19,18.40596763107266
11,20,19.324469282801925
11,21,20.844886968842207
11,22,21.800057508645978
11,23,18.755194033927577
11,24,18.80663847788696
11,25,15.702327167620842
11,26,17.59926925341628
11,27,14.937516217556936
11,28,15.340178403574317
11,29,14.819276793057426
11,30,17.03192832700814
11,31,20.64727956376003
11,32,25.0
11,33,18.06849891264374
11,34,13.45476073673164
11,35,21.294949989568767
11,36,16.597648370571918
11,37,15.518174218069024
11,38,18.129548433769166
11,39,13.778126201331318
11,40,18.16738949202582
11,41,17.234873430402534
11,42,17.795133720446426
11,43,18.644248762627512
11,44,17.70247677172242
11,45,17.549014252338676
11,46,18.352943556993832
11,47,18.746201878513382
11,48,14.405552619054227
11,49,13.210026223943654
11,50,17.315085843483356
11,51,13.201793530197676
11,52,17.76259441276501
11,53,20.31624062704693
11,54,19.321335015748136
11,55,14.355488779523581
11,56,14.919212644127445
11,57,18.484903885002268
11,58,16.29610658459947
11,59,16.55003411484368
11,60,19.29071944374386
11,61,14.538139919627042
11,62,16.29629587026645
11,63,15.099752571746196
11,64,14.370611505893933
11,65,14.928765433986506
11,66,19.532386508039234
11,67,17.655461168447264
11,68,14.862518113494776
11,69,16.80669517722101
11,70,12.583578078633467
11,71,15.300061577249004
11,72,23.94872360460186
11,73,17.22926845100275
11,74,19.694976781091178
11,75,17.30353487456655
11,76,18.544507705725426
11,77,19.48977426903752
11,78,14.186150207420589
11,79,17.407191228178124
11,80,22.236595583249464
11,81,15.113498349840127
11,82,15.800680438803342
11,83,16.576926167898996
11,84,18.30707221952874
11,85,19.074753590937647
11,86,21.30223496445597
11,87,18.998494700405978
11,88,17.313840622605
11,89,21.27750138883244
11,90,19.612333066424746
11,91,13.012961451228952
11,92,25.0
11,93,22.809764164590202
11,94,16.995357331698777
11,95,18.633730305215426
11,96,21.473076249987518
11,97,16.98339762190935
11,98,19.691055371131057
11,99,20.81373542071443
12,13,14.455522276796676
12,14,15.693004439251414
12,15,20.264225193431745
12,16,18.882443431446493
12,17,20.27138968094184
12,18,17.102295956038844
12,19,16.6329843671373
12,20,11.50408157324988
12,21,14.061998720477671
12,22,17.64119828397548
12,23,19.97367165869271
12,24,19.093535099607085
12,25,17.115274077916894
12,26,16.68468530052791
12,27,18.15153889791484
12,28,17.734633543276455
12,29,21.713636544819135
12,30,17.93932231143475
12,31,13.056262113408104
12,32,13.682325594903048
12,33,22.05627801089074
12,34,13.986518615649759
12,35,19.7934923591006
12,36,16.694881794371856
12,37,16.990725118292545
12,38,17.097601651694738
12,39,21.164154878377595
12,40,16.921474514368107
12,41,17.40004215146454
12,42,12.907589507801521
12,43,18.12007153512401
12,44,19.09312752093418
12,45,18.21743674196136
12,46,21.693688783260207
12,47,17.665514064340694
12,48,18.396932368357053
12,49,22.445512030804537
12,50,12.849957431925557
12,51,16.132523956601894
12,52,21.7784762560578
12,53,20.308387444933246
12,54,19.535140296521412
12,55,19.997952218393436
12,56,18.481198627363067
12,57,22.394792282596814
12,58,18.633277509192155
12,59,18.219601317685836
12,60,17.97687602237693
